xval,cpu,mem
4638,5.2,83.9
4639,3.7,83.8
4640,5.4,83.9
4641,5.2,83.0
4642,5.8,83.3
4643,6.3,83.4
4644,4.1,83.4
4645,5.7,83.6
4646,4.7,83.6
4647,6.0,83.4
4648,5.3,83.4
4649,2.7,83.3
4650,4.6,83.3
4651,3.7,83.4
4652,4.3,83.4
4653,3.8,82.5
4654,3.2,82.5
4655,3.8,82.4
4656,4.0,82.4
4657,5.0,82.4
4658,3.2,82.4
4659,4.7,82.4
4660,5.4,82.4
4661,4.6,82.3
4662,3.4,82.3
4663,3.7,82.1
4664,5.0,82.1
4665,2.8,82.2
4666,4.0,82.1
4667,2.9,82.1
4668,3.6,82.1
4669,3.3,82.3
4670,3.1,82.3
4671,3.6,82.2
4672,3.2,82.3
4673,5.0,82.3
4674,4.1,82.3
4675,4.1,82.4
4676,3.5,82.4
4677,3.8,82.4
4678,3.7,82.4
4679,6.4,82.2
4680,4.3,82.3
4681,4.8,82.2
4682,4.0,82.2
4683,4.0,82.2
4684,4.7,82.2
4685,4.5,82.2
4686,5.3,82.2
4687,3.6,82.2
4688,4.2,82.2
4689,3.9,82.2
4690,2.9,82.2
4691,3.5,82.1
4692,3.6,82.1
4693,4.0,82.3
4694,4.9,82.5
4695,8.1,84.0
4696,7.2,83.9
4697,3.9,83.8
4698,9.3,83.3
4699,6.7,83.0
4700,3.4,82.5
4701,3.2,82.5
4702,4.9,82.5
4703,5.0,82.6
4704,3.2,82.6
4705,4.3,82.7
4706,6.6,82.8
4707,6.3,82.9
4708,6.8,83.1
4709,5.8,83.3
4710,8.0,83.1
4711,4.7,83.4
4712,4.4,83.5
4713,4.4,83.5
4714,2.9,83.4
4715,5.1,83.4
4716,3.3,83.3
4717,2.7,83.4
4718,2.7,83.4
4719,4.3,83.5
4720,3.5,83.5
4721,3.1,83.5
4722,3.4,83.4
4723,3.7,83.4
4724,4.4,83.4
4725,4.8,83.4
4726,4.2,83.3
4727,3.9,83.3
4728,2.5,83.3
4729,2.8,83.3
4730,3.2,83.3
4731,4.4,83.3
4732,3.5,83.3
4733,3.4,83.4
4734,4.0,83.4
4735,3.8,83.3
4736,4.3,83.4
4737,3.9,83.4
4738,3.6,83.3
4739,6.2,83.5
4740,5.0,83.7
4741,2.5,83.3
4742,5.2,83.4
4743,15.4,83.8
4744,11.3,84.3
4745,14.3,85.1
4746,8.8,85.3
4747,8.7,85.5
4748,9.8,85.5
4749,10.9,85.4
4750,7.5,85.3
4751,4.8,85.2
4752,5.2,85.2
4753,2.6,85.1
4754,8.0,84.5
4755,5.2,84.5
4756,3.7,84.6
4757,3.9,84.5
4758,5.2,84.5
4759,6.7,84.5
4760,6.2,84.6
4761,5.8,84.6
4762,6.2,84.7
4763,12.3,84.6
4764,5.1,84.7
4765,4.5,84.7
4766,4.2,84.4
4767,2.3,84.3
4768,5.6,84.3
4769,2.9,84.3
4770,2.0,84.3
4771,4.2,84.4
4772,5.3,84.5
4773,4.5,86.1
4774,5.4,86.1
4775,7.8,86.0
4776,9.1,86.2
4777,6.7,86.2
4778,10.6,86.1
4779,11.2,86.1
4780,7.0,86.2
4781,6.8,86.1
4782,5.5,86.0
4783,5.8,86.0
4784,3.4,86.1
4785,3.6,86.0
4786,1.9,86.1
4787,1.5,86.1
4788,3.6,86.1
4789,2.9,86.2
4790,5.0,86.2
4791,5.2,86.3
4792,5.7,86.3
4793,5.5,86.4
4794,6.8,86.4
4795,9.5,86.4
4796,8.9,86.4
4797,5.8,86.5
4798,6.9,86.6
4799,8.6,86.6
4800,3.9,86.6
4801,7.2,86.6
4802,3.9,86.7
4803,6.7,86.7
4804,8.0,86.7
4805,7.8,86.7
4806,6.3,86.7
4807,5.3,86.7
4808,7.2,86.8
4809,5.2,87.0
4810,5.7,87.0
4811,4.0,87.0
4812,5.8,87.2
4813,8.2,87.9
4814,8.4,88.0
4815,10.2,87.9
4816,11.5,87.8
4817,9.5,87.6
4818,9.4,87.5
4819,6.8,87.5
4820,9.2,88.1
4821,9.1,88.6
4822,10.1,86.3
4823,7.8,86.1
4824,9.1,86.0
4825,25.0,90.0
4826,16.1,89.6
4827,14.6,89.1
4828,14.2,89.2
4829,13.6,89.1
4830,9.6,89.1
4831,15.2,88.8
4832,7.8,88.2
4833,5.6,87.9
4834,12.5,88.1
4835,14.3,87.9
4836,11.7,87.8
4837,12.7,87.8
4838,10.9,87.7
4839,12.9,87.7
4840,17.5,86.6
4841,11.0,86.7
4842,11.2,86.6
4843,10.4,86.7
4844,10.6,86.8
4845,9.7,86.8
4846,13.6,85.3
4847,11.8,85.3
4848,10.2,85.2
4849,8.7,85.3
4850,11.0,85.2
4851,9.5,85.3
4852,10.9,85.3
4853,9.3,85.4
4854,7.5,85.0
4855,8.8,85.0
4856,8.7,85.1
4857,9.7,85.1
4858,9.1,85.1
4859,5.7,85.0
4860,4.6,85.1
4861,4.3,85.0
4862,3.9,85.1
4863,5.1,85.1
4864,3.9,84.9
4865,6.9,84.7
4866,3.3,84.6
4867,2.1,84.6
4868,2.8,84.5
4869,3.0,84.6
4870,4.5,84.6
4871,4.1,84.6
4872,3.9,84.7
4873,5.5,84.6
4874,2.6,84.7
4875,4.5,84.7
4876,3.5,84.8
4877,3.6,84.7
4878,2.6,84.8
4879,3.6,84.7
4880,1.9,84.8
4881,4.5,84.9
4882,5.1,85.0
4883,3.7,85.2
4884,7.3,84.8
4885,4.7,84.8
4886,3.3,84.7
4887,3.7,84.7
4888,4.5,84.7
4889,4.4,84.7
4890,2.8,84.8
4891,4.1,84.7
4892,4.8,84.8
4893,5.1,84.8
4894,4.1,84.8
4895,4.4,84.6
4896,5.1,84.6
4897,5.3,84.6
4898,4.5,84.6
4899,5.8,84.6
4900,3.8,84.6
4901,5.0,84.6
4902,6.8,84.6
4903,6.0,84.7
4904,5.9,84.7
4905,6.0,84.6
4906,6.9,84.6
4907,6.7,84.5
4908,3.0,84.6
4909,8.4,84.5
4910,9.9,84.6
4911,8.4,83.7
4912,7.7,83.6
4913,7.0,83.2
4914,7.9,83.2
4915,9.9,83.1
4916,8.6,83.1
4917,8.1,83.1
4918,7.7,83.2
4919,8.8,83.1
4920,9.1,83.2
4921,9.3,83.1
4922,8.4,83.1
4923,9.1,83.0
4924,8.3,83.1
4925,8.9,83.0
4926,9.0,83.1
4927,10.1,83.1
4928,8.3,83.3
4929,8.3,83.2
4930,6.2,83.3
4931,7.8,83.2
4932,11.6,83.1
4933,8.3,83.1
4934,7.5,83.1
4935,14.0,83.2
4936,11.8,83.2
4937,12.3,83.3
4938,9.9,83.4
4939,11.2,83.5
4940,11.3,83.4
4941,10.6,83.5
4942,9.2,83.4
4943,9.6,83.3
4944,11.0,83.3
4945,10.5,83.3
4946,9.9,83.3
4947,10.6,83.4
4948,8.6,83.4
4949,8.5,83.4
4950,12.0,83.5
4951,8.4,83.4
4952,13.8,83.4
4953,9.9,83.4
4954,11.7,83.3
4955,5.6,83.3
4956,7.8,83.3
4957,5.2,83.4
4958,8.5,83.3
4959,7.0,83.3
4960,7.8,83.2
4961,5.7,82.4
4962,6.9,82.3
4963,4.7,82.3
4964,5.6,82.2
4965,5.7,82.2
4966,5.6,82.2
4967,6.3,82.3
4968,6.1,82.3
4969,6.5,82.3
4970,4.8,82.2
4971,5.0,82.3
4972,5.2,82.2
4973,8.5,82.2
4974,6.3,82.1
4975,5.1,82.2
4976,6.8,82.2
4977,7.5,82.1
4978,5.7,82.1
4979,4.9,82.1
4980,5.0,82.1
4981,5.9,82.1
4982,5.0,82.1
4983,3.1,82.0
4984,3.4,82.0
4985,3.4,82.0
4986,3.1,82.0
4987,4.1,82.0
4988,3.1,82.1
4989,3.4,82.1
4990,6.5,82.0
4991,2.3,82.1
4992,3.8,82.0
4993,3.3,82.0
4994,4.3,82.0
4995,4.4,82.0
4996,3.0,82.0
4997,3.6,82.0
4998,5.2,82.1
4999,2.2,82.1
5000,5.8,82.1
5001,5.1,82.1
5002,3.1,82.2
5003,3.4,82.1
5004,3.1,82.3
5005,4.3,82.3
5006,8.3,82.9
5007,8.9,83.4
5008,7.7,83.6
5009,4.2,83.8
5010,4.9,83.9
5011,9.3,83.9
5012,6.7,84.1
5013,4.7,84.2
5014,4.0,84.2
5015,3.2,84.3
5016,5.0,84.3
5017,4.7,84.2
5018,3.6,84.2
5019,4.1,84.1
5020,4.7,84.2
5021,4.8,84.2
5022,3.8,84.2
5023,4.0,84.1
5024,3.4,84.0
5025,3.4,83.9
5026,4.2,83.9
5027,4.4,83.9
5028,3.0,83.8
5029,3.5,83.7
5030,9.6,84.2
5031,9.1,84.3
5032,3.2,84.8
5033,2.4,84.6
5034,1.2,84.5
5035,3.6,84.5
5036,2.4,84.6
5037,4.7,84.5
5038,4.4,84.6
5039,4.1,84.7
5040,4.2,84.6
5041,4.2,84.6
5042,4.0,84.6
5043,4.6,84.6
5044,4.9,84.5
5045,4.2,84.5
5046,3.4,84.6
5047,4.0,84.7
5048,2.9,84.6
5049,4.8,84.6
5050,5.4,84.6
5051,4.9,84.6
5052,4.4,84.5
5053,5.9,84.5
5054,5.0,84.6
5055,3.6,84.6
5056,4.8,84.7
5057,7.0,84.6
5058,3.9,84.5
5059,3.9,84.6
5060,5.0,84.5
5061,4.3,84.5
5062,4.1,84.5
5063,5.6,84.5
5064,5.1,84.4
5065,4.6,84.4
5066,5.2,84.4
5067,4.6,84.5
5068,6.1,84.4
5069,4.5,84.5
5070,4.3,84.3
5071,5.5,84.3
5072,4.5,84.3
5073,4.7,84.3
5074,6.4,84.3
5075,4.7,84.4
5076,5.6,84.3
5077,4.9,84.4
5078,7.0,84.3
5079,4.8,84.3
5080,7.3,84.3
5081,5.8,84.4
5082,6.7,84.3
5083,5.0,84.4
5084,5.9,84.4
5085,6.1,84.1
5086,4.5,84.2
5087,4.6,84.1
5088,4.0,84.0
5089,4.4,84.1
5090,5.0,84.1
5091,3.9,84.1
5092,3.7,84.1
5093,4.3,84.2
5094,4.3,84.2
5095,3.3,84.2
5096,3.3,84.2
5097,4.4,84.2
5098,6.4,84.1
5099,5.9,84.2
5100,6.0,84.3
5101,6.3,84.3
5102,6.1,84.3
5103,5.3,84.3
5104,5.0,84.4
5105,3.6,84.4
5106,7.2,84.4
5107,7.8,84.6
5108,5.8,84.7
5109,6.4,84.7
5110,5.0,84.8
5111,3.8,84.8
5112,5.5,84.7
5113,3.3,84.7
5114,6.0,84.7
5115,6.8,84.9
5116,11.7,85.0
5117,8.6,85.2
5118,6.5,85.3
5119,4.1,85.2
5120,4.5,85.2
5121,5.2,85.3
5122,6.2,85.4
5123,4.1,85.3
5124,5.9,85.3
5125,3.8,85.3
5126,4.0,85.3
5127,4.4,85.3
5128,4.5,85.3
5129,3.1,85.3
5130,3.8,85.2
5131,4.2,85.1
5132,9.4,85.0
5133,10.2,84.9
5134,9.8,84.9
5135,4.9,84.9
5136,5.7,84.8
5137,4.0,84.8
5138,2.3,84.8
5139,5.8,84.7
5140,5.6,84.8
5141,5.9,84.8
5142,4.7,84.7
5143,5.2,84.7
5144,4.2,84.7
5145,5.5,84.6
5146,5.6,84.6
5147,4.2,84.7
5148,5.7,84.7
5149,5.4,84.7
5150,4.7,84.7
5151,5.0,84.6
5152,5.2,84.7
5153,6.8,84.7
5154,5.1,84.6
5155,5.9,84.7
5156,4.8,84.6
5157,6.7,84.6
5158,5.4,84.6
5159,5.8,84.6
5160,3.7,84.6
5161,4.4,84.6
5162,3.7,84.6
5163,5.0,84.6
5164,3.5,84.8
5165,4.6,84.8
5166,4.9,84.8
5167,4.4,84.7
5168,3.3,84.7
5169,5.6,84.8
5170,5.3,84.8
5171,5.6,84.7
5172,5.3,84.8
5173,4.8,84.7
5174,4.4,84.7
5175,5.2,84.7
5176,4.3,84.6
5177,5.2,84.6
5178,3.8,84.6
5179,5.7,84.6
5180,4.6,84.5
5181,4.1,84.5
5182,5.8,84.5
5183,5.2,84.5
5184,4.0,84.5
5185,3.6,84.5
5186,4.9,84.5
5187,4.5,84.6
5188,4.9,84.6
5189,4.0,84.6
5190,4.7,84.5
5191,5.0,84.6
5192,3.5,84.6
5193,3.7,84.6
5194,3.8,84.6
5195,4.8,84.6
5196,6.8,84.5
5197,5.3,84.6
5198,6.2,84.5
5199,4.8,84.6
5200,5.0,84.5
5201,5.8,84.6
5202,6.1,84.5
5203,4.0,84.6
5204,3.3,84.6
5205,4.1,84.6
5206,5.4,84.6
5207,4.1,84.6
5208,3.3,84.6
5209,3.2,84.6
5210,4.2,84.6
5211,3.8,84.7
5212,3.8,84.6
5213,3.2,84.7
5214,5.1,84.7
5215,4.3,84.8
5216,4.8,84.7
5217,5.6,84.7
5218,5.2,84.7
5219,8.1,84.7
5220,4.6,84.7
5221,3.4,84.7
5222,5.6,84.7
5223,4.7,84.7
5224,4.0,84.7
5225,4.4,84.7
5226,5.0,84.7
5227,3.7,84.8
5228,5.0,84.8
5229,4.3,84.7
5230,4.5,84.7
5231,4.0,84.8
5232,5.1,84.7
5233,3.5,84.8
5234,4.3,84.8
5235,4.3,84.8
5236,4.5,84.8
5237,3.8,85.0
5238,3.6,85.0
5239,4.9,84.9
5240,5.0,85.0
5241,3.9,85.0
5242,4.6,85.0
5243,3.6,85.0
5244,4.1,85.0
5245,6.3,84.6
5246,3.3,84.6
5247,3.4,84.6
5248,4.1,84.6
5249,3.2,84.6
5250,3.9,84.7
5251,4.7,84.6
5252,4.2,84.7
5253,3.7,84.6
5254,4.1,84.7
5255,4.4,84.7
5256,3.8,84.6
5257,2.9,84.6
5258,3.9,84.7
5259,4.8,84.6
5260,4.2,84.6
5261,5.7,84.6
5262,4.2,84.7
5263,5.5,84.7
5264,3.9,84.8
5265,5.5,84.9
5266,6.1,84.9
5267,8.8,84.9
5268,12.6,84.7
5269,7.6,84.6
5270,5.2,84.7
5271,5.3,84.6
5272,3.6,86.4
5273,7.1,87.0
5274,5.4,86.9
5275,7.6,86.9
5276,7.0,86.9
5277,9.5,86.9
5278,7.1,86.9
5279,5.3,87.0
5280,4.2,87.1
5281,3.2,87.3
5282,3.5,87.5
5283,9.4,87.7
5284,3.7,87.7
5285,4.8,87.7
5286,5.6,88.0
5287,3.6,88.1
5288,6.6,87.9
5289,5.4,87.5
5290,4.7,87.2
5291,5.3,86.9
5292,4.0,86.8
5293,4.3,86.7
5294,4.4,86.7
5295,4.1,86.7
5296,1.8,86.5
5297,6.4,86.5
5298,3.0,85.9
5299,2.5,85.9
5300,3.9,85.7
5301,3.0,85.7
5302,4.7,85.7
5303,3.9,85.7
5304,3.3,85.7
5305,3.5,85.7
5306,5.1,85.7
5307,3.0,85.7
5308,2.6,85.6
5309,2.9,85.7
5310,4.9,85.6
5311,2.9,85.7
5312,3.0,85.6
5313,3.0,85.6
5314,3.8,85.6
5315,3.4,85.6
5316,5.1,85.6
5317,4.2,85.6
5318,4.7,85.6
5319,4.1,85.6
5320,4.6,85.6
5321,5.1,85.6
5322,4.7,85.6
5323,4.8,85.6
5324,5.0,85.6
5325,5.0,85.7
5326,5.7,85.9
5327,8.7,86.4
5328,11.3,86.9
5329,12.4,86.5
5330,6.8,86.2
5331,6.9,86.2
5332,7.6,86.2
5333,6.2,86.2
5334,6.8,86.2
5335,4.4,86.2
5336,8.2,86.1
5337,6.6,86.1
5338,6.8,86.1
5339,6.5,86.1
5340,7.4,85.6
5341,6.8,85.5
5342,5.4,85.6
5343,5.6,85.3
5344,6.2,85.3
5345,7.2,85.3
5346,7.8,85.3
5347,6.1,85.2
5348,5.2,85.2
5349,6.4,85.2
5350,6.6,85.2
5351,7.4,85.2
5352,7.5,85.3
5353,9.4,85.2
5354,6.2,85.2
5355,8.2,85.2
5356,9.4,85.3
5357,10.0,85.3
5358,7.6,85.3
5359,7.4,85.3
5360,8.5,85.2
5361,8.2,85.3
5362,10.0,85.4
5363,8.4,85.4
5364,10.5,85.3
5365,8.2,85.2
5366,10.7,85.4
5367,6.6,85.4
5368,7.1,85.4
5369,8.9,85.4
5370,8.3,85.4
5371,8.6,85.4
5372,8.7,85.4
5373,6.0,85.4
5374,5.0,85.3
5375,3.4,85.4
5376,4.8,85.4
5377,3.2,85.4
5378,6.9,85.4
5379,5.0,85.4
5380,3.3,85.4
5381,4.4,85.5
5382,4.7,85.4
5383,3.3,85.4
5384,2.9,85.3
5385,5.4,85.4
5386,4.3,85.3
5387,4.3,85.4
5388,3.8,85.3
5389,4.6,85.3
5390,3.8,85.4
5391,6.7,85.3
5392,3.7,85.4
5393,4.0,85.4
5394,2.7,85.4
5395,4.3,85.4
5396,4.5,85.4
5397,4.3,85.5
5398,3.9,85.5
5399,2.9,85.5
5400,4.0,85.5
5401,10.6,85.5
5402,4.2,85.6
5403,3.1,85.5
5404,3.0,85.6
5405,5.1,85.6
5406,5.9,85.6
5407,3.4,85.5
5408,3.2,85.5
5409,4.1,85.4
5410,3.5,85.5
5411,3.5,85.4
5412,2.7,85.5
5413,3.6,85.4
5414,4.2,85.4
5415,4.6,85.4
5416,3.3,85.4
5417,2.7,85.4
5418,4.3,85.3
5419,5.5,85.3
5420,4.1,85.3
5421,2.8,85.4
5422,4.2,85.4
5423,4.0,85.4
5424,4.2,85.4
5425,3.6,85.4
5426,3.2,85.4
5427,3.9,85.4
5428,3.5,85.4
5429,4.2,85.4
5430,3.5,85.4
5431,3.9,85.4
5432,3.8,85.4
5433,5.7,85.4
5434,5.6,85.4
5435,4.1,85.4
5436,4.4,85.4
5437,5.0,85.3
5438,4.2,85.4
5439,4.4,85.4
5440,2.9,85.4
5441,3.2,85.4
5442,3.1,85.4
5443,3.5,85.4
5444,5.0,85.4
5445,4.4,85.4
5446,5.6,85.4
5447,4.1,85.4
5448,5.3,85.4
5449,4.1,85.4
5450,2.3,85.4
5451,3.4,85.4
5452,4.8,85.4
5453,4.7,85.5
5454,4.0,85.4
5455,3.2,85.5
5456,3.9,85.4
5457,4.4,85.4
5458,4.6,85.4
5459,3.3,85.4
5460,4.2,85.5
5461,3.1,85.4
5462,4.2,85.4
5463,1.7,85.5
5464,2.8,85.4
5465,3.9,85.4
5466,4.9,85.4
5467,3.7,85.4
5468,3.9,85.5
5469,2.6,85.5
5470,3.0,85.5
5471,3.2,85.5
5472,2.8,85.5
5473,4.8,85.5
5474,5.2,85.4
5475,4.6,85.5
5476,6.0,85.5
5477,3.9,85.4
5478,2.7,85.4
5479,3.8,85.4
5480,4.7,85.5
5481,3.3,85.4
5482,3.9,85.5
5483,4.6,85.4
5484,3.0,85.5
5485,4.5,85.5
5486,3.0,85.5
5487,2.6,85.5
5488,3.0,85.5
5489,4.4,85.5
5490,2.8,85.5
5491,3.8,85.5
5492,3.9,85.5
5493,3.9,85.5
5494,4.8,85.5
5495,5.0,85.5
5496,3.9,85.5
5497,3.9,85.4
5498,2.5,85.5
5499,2.2,85.5
5500,3.7,85.5
5501,3.2,85.5
5502,4.5,85.5
5503,3.9,85.5
5504,2.9,85.5
5505,4.1,85.5
5506,2.8,85.5
5507,5.1,85.7
5508,4.5,86.0
5509,5.0,86.1
5510,6.1,86.1
5511,5.5,86.1
5512,6.0,86.1
5513,2.6,86.1
5514,9.7,87.6
5515,7.4,87.6
5516,6.8,87.6
5517,5.9,87.6
5518,5.9,87.7
5519,3.5,87.7
5520,5.6,87.6
5521,4.5,87.7
5522,10.3,87.8
5523,5.3,87.8
5524,2.3,87.7
5525,3.4,87.8
5526,3.8,87.8
5527,6.1,87.8
5528,5.2,87.8
5529,5.0,87.8
5530,10.8,88.0
5531,5.3,88.4
5532,5.9,88.6
5533,6.8,88.6
5534,4.2,88.6
5535,3.5,88.6
5536,2.8,88.6
5537,4.7,88.6
5538,6.1,89.8
5539,9.6,90.2
5540,6.3,90.2
5541,6.8,88.8
5542,3.2,88.9
5543,10.2,88.5
5544,5.5,88.3
5545,3.3,88.4
5546,4.3,88.4
5547,9.5,89.0
5548,5.3,89.1
5549,7.9,89.0
5550,3.6,88.9
5551,5.8,88.9
5552,3.6,88.7
5553,5.0,88.6
5554,6.2,88.6
5555,4.6,88.8
5556,3.5,88.7
5557,5.5,88.8
5558,4.4,88.9
5559,6.2,88.7
5560,3.0,88.4
5561,3.3,88.1
5562,2.9,88.1
5563,5.3,87.5
5564,2.3,87.4
5565,3.2,87.5
5566,4.5,87.5
5567,6.9,87.5
5568,4.1,87.2
5569,11.0,87.8
5570,11.4,88.0
5571,6.9,87.9
5572,4.8,88.0
5573,3.8,87.8
5574,3.0,87.8
5575,2.7,87.9
5576,5.3,87.6
5577,4.6,87.6
5578,6.2,87.7
5579,4.6,87.6
5580,4.4,87.6
5581,4.2,87.7
5582,5.1,87.6
5583,4.4,87.7
5584,6.7,87.6
5585,5.0,87.3
5586,5.7,87.3
5587,7.7,87.1
5588,3.3,87.0
5589,4.8,87.1
5590,6.1,87.1
5591,3.5,87.1
5592,4.6,87.2
5593,3.8,87.2
5594,4.8,87.2
5595,5.1,87.3
5596,4.4,87.3
5597,5.0,87.3
5598,4.1,87.4
5599,3.3,87.3
5600,4.8,87.4
5601,4.1,87.4
5602,10.6,87.1
5603,3.6,87.1
5604,4.8,87.2
5605,3.5,87.1
5606,8.1,87.1
5607,3.0,87.2
5608,3.8,87.2
5609,2.8,87.2
5610,3.5,87.3
5611,3.7,87.2
5612,2.7,87.3
5613,3.9,87.3
5614,2.9,87.3
5615,5.3,87.4
5616,4.6,87.4
5617,5.7,87.4
5618,4.0,87.5
5619,5.9,87.4
5620,6.3,87.2
5621,4.0,87.2
5622,3.5,87.2
5623,4.7,87.2
5624,4.3,87.2
5625,6.8,87.3
5626,4.5,87.3
5627,9.2,87.2
5628,7.2,87.4
5629,6.3,87.5
5630,5.1,87.5
5631,6.7,87.5
5632,7.1,87.5
5633,5.8,87.5
5634,7.1,87.6
5635,5.9,87.6
5636,6.0,87.5
5637,4.2,87.6
5638,8.0,87.5
5639,5.8,87.3
5640,5.2,87.3
5641,6.7,87.4
5642,3.4,87.3
5643,5.1,87.4
5644,5.1,87.3
5645,6.6,87.4
5646,8.6,87.3
5647,4.4,87.3
5648,5.0,87.3
5649,12.1,87.4
5650,5.7,87.2
5651,5.6,87.4
5652,5.2,87.3
5653,4.9,87.2
5654,6.4,87.3
5655,6.8,87.3
5656,7.5,87.3
5657,6.6,87.1
5658,8.0,87.0
5659,6.1,87.1
5660,6.8,87.1
5661,7.1,87.1
5662,7.2,87.1
5663,4.6,87.1
5664,6.3,87.1
5665,3.2,87.1
5666,4.0,87.2
5667,4.7,87.1
5668,9.1,87.2
5669,5.4,87.2
5670,6.0,87.2
5671,5.7,87.3
5672,5.9,87.3
5673,5.0,87.3
5674,8.5,87.1
5675,5.2,87.0
5676,5.3,87.1
5677,5.3,87.0
5678,6.1,87.0
5679,7.1,87.1
5680,5.3,87.1
5681,5.6,87.1
5682,4.0,87.2
5683,2.6,87.2
5684,4.5,87.3
5685,2.0,87.3
5686,1.8,87.3
5687,4.7,87.4
5688,4.0,87.4
5689,3.4,87.3
5690,7.4,87.4
5691,3.0,87.4
5692,7.9,87.1
5693,3.7,87.1
5694,5.2,87.0
5695,2.6,87.0
5696,4.6,87.1
5697,3.8,87.1
5698,3.2,87.1
5699,3.6,87.1
5700,2.9,87.1
5701,3.0,87.1
5702,3.4,87.1
5703,3.0,87.2
5704,4.2,87.2
5705,5.3,87.3
5706,2.5,87.3
5707,3.6,87.3
5708,3.8,87.3
5709,7.3,87.3
5710,6.8,87.3
5711,3.5,87.1
5712,2.6,87.0
5713,2.3,87.0
5714,2.4,87.0
5715,3.9,87.0
5716,3.6,87.1
5717,3.3,87.1
5718,2.3,87.1
5719,4.9,87.2
5720,6.5,87.2
5721,3.0,87.2
5722,3.3,87.3
5723,4.8,87.2
5724,3.9,87.3
5725,4.2,87.3
5726,5.9,87.4
5727,5.4,87.5
5728,9.1,87.3
5729,8.2,87.2
5730,5.0,87.3
5731,7.3,87.3
5732,4.4,87.2
5733,4.4,87.2
5734,4.1,87.3
5735,4.2,87.3
5736,2.6,87.3
5737,3.7,87.3
5738,2.3,87.3
5739,3.5,87.4
5740,4.0,87.4
5741,3.6,87.3
5742,3.5,87.4
5743,4.7,87.4
5744,3.4,87.6
5745,6.3,87.6
5746,7.0,87.3
5747,3.5,87.3
5748,5.4,87.3
5749,3.8,87.3
5750,5.0,87.3
5751,2.4,87.4
5752,4.2,87.4
5753,3.9,87.4
5754,4.1,87.4
5755,3.6,87.4
5756,3.2,87.5
5757,3.5,87.5
5758,4.4,87.5
5759,4.3,87.6
5760,3.5,87.5
5761,2.6,87.7
5762,3.3,87.6
5763,6.5,87.3
5764,4.1,87.3
5765,3.4,87.3
5766,4.3,87.2
5767,6.1,87.3
5768,3.9,87.3
5769,1.8,87.3
5770,4.8,87.3
5771,6.4,87.4
5772,3.6,87.3
5773,3.7,87.4
5774,5.1,87.5
5775,4.1,87.4
5776,3.3,87.4
5777,3.2,87.5
5778,4.3,87.5
5779,2.7,87.5
5780,2.8,87.5
5781,7.5,87.6
5782,4.1,87.3
5783,3.2,87.3
5784,2.7,87.3
5785,3.8,87.4
5786,3.5,87.3
5787,4.8,87.4
5788,4.5,87.4
5789,5.2,87.4
5790,4.3,87.4
5791,3.3,87.5
5792,7.4,87.5
5793,5.4,87.5
5794,4.2,87.6
5795,3.7,87.6
5796,2.2,87.7
5797,5.8,87.6
5798,3.7,87.7
5799,6.2,87.5
5800,2.2,87.4
5801,3.7,87.5
5802,3.6,87.6
5803,2.3,87.6
5804,3.8,87.6
5805,4.3,87.7
5806,4.1,87.7
5807,4.2,87.8
5808,5.3,87.8
5809,3.5,87.7
5810,3.7,87.7
5811,4.0,87.5
5812,4.1,87.6
5813,4.5,87.6
5814,4.4,87.5
5815,4.6,87.5
5816,4.5,87.6
5817,4.4,87.5
5818,4.3,87.5
5819,3.7,87.5
5820,3.3,87.5
5821,4.4,87.4
5822,3.7,87.3
5823,4.4,87.3
5824,4.3,87.3
5825,3.3,87.4
5826,3.8,87.4
5827,4.2,87.4
5828,3.4,87.4
5829,2.5,87.3
5830,4.6,87.4
5831,3.9,87.4
5832,5.3,87.2
5833,6.4,87.2
5834,4.4,86.7
5835,5.5,86.7
5836,4.1,86.8
5837,4.4,86.8
5838,3.3,86.7
5839,3.8,86.7
5840,2.6,86.7
5841,3.9,86.7
5842,3.3,86.7
5843,4.3,86.7
5844,4.1,86.7
5845,3.4,86.8
5846,3.5,86.8
5847,3.4,86.7
5848,4.5,86.7
5849,3.8,86.8
5850,3.6,86.7
5851,6.0,85.7
5852,5.1,85.8
5853,4.6,85.8
5854,4.1,85.8
5855,3.8,85.8
5856,4.9,85.9
5857,3.9,85.8
5858,5.0,85.8
5859,5.5,85.9
5860,5.1,85.9
5861,4.6,86.0
5862,3.4,86.1
5863,4.2,86.0
5864,4.0,86.1
5865,4.5,86.1
5866,3.6,86.1
5867,4.9,86.1
5868,7.6,85.7
5869,6.9,85.7
5870,3.5,85.5
5871,6.5,85.3
5872,4.2,85.4
5873,4.2,85.3
5874,3.9,85.4
5875,4.1,85.4
5876,7.1,85.1
5877,4.0,85.0
5878,3.5,85.0
5879,4.1,85.1
5880,3.6,85.0
5881,3.8,85.0
5882,3.2,85.1
5883,3.8,85.1
5884,5.1,85.1
5885,4.0,85.1
5886,4.7,87.0
5887,12.5,86.7
5888,5.9,86.7
5889,5.5,86.7
5890,5.1,86.7
5891,5.2,86.8
5892,4.3,86.8
5893,3.3,86.8
5894,4.6,86.8
5895,3.3,86.8
5896,3.3,86.8
5897,3.3,86.9
5898,6.7,86.8
5899,3.8,86.8
5900,5.6,86.8
5901,2.6,86.9
5902,4.7,86.8
5903,3.7,86.9
5904,3.4,86.8
5905,3.8,86.8
5906,4.1,86.8
5907,4.2,86.7
5908,5.2,86.8
